,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price,Pixel,full_hd,ips panel,touchscreen,4k ultra hd,quad hd+,retina display,CPU-a,CPU-b,SSD,HDD,Flash_storage,Hybrid_storage,GPU-a,GPU-b,MX_GPU,Gr_AMDc,Gr_AMDr,GTX_card
728,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Linux,No_ver,2.32,14939.733744,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,AMD Radeon,M445,0,445,0,0
729,HP,15-BW037na,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD Radeon 520,Windows,10,2.1,12392.3358,1920x1080,1,0,0,0,0,0,AMD A9-Series,3.0,0,1024,0,0,AMD Radeon,520,0,520,0,0
730,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.2,49037.157,1920x1080,1,1,0,0,0,0,Intel Core i7,2.6,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
731,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Intel HD Graphics 620,Windows,10,2.25,16447.0878,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
732,HP,15-BW091ND,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,AMD Radeon 520,Windows,10,2.1,16472.43,1920x1080,1,0,0,0,0,0,AMD A9-Series,3.0,128,1024,0,0,AMD Radeon,520,0,520,0,0
733,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.4,14166.2898,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,0,500,0,0,Intel HD Graphics,620,0,620,0,0
734,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.44,24328.512,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
735,Lenovo,V310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Intel HD Graphics 620,Windows,10,1.85,19741.5738,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,Intel HD Graphics,620,0,620,0,0
736,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia Quadro M2200,Windows,10,2.6,61302.7818,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia Quadro,M2200,0,0,2200,0
737,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel UHD Graphics 620,Windows,10,1.55,16700.5098,1920x1080,1,0,1,0,0,0,Intel Core i5,1.6,0,1024,0,0,Intel UHD Graphics,620,0,620,0,0
738,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,1.8,53078.731056000004,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
739,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.4,10410.57576,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,0,500,0,0,Intel HD Graphics,520,0,520,0,0
740,Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.0,30588.0354,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,128,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
741,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,2.0,16852.563,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,256,0,0,0,Intel HD Graphics,520,0,520,0,0
742,Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.25,38900.277,1920x1080,1,1,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
743,Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.7,25316.8578,1920x1080,1,0,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
744,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Nvidia Quadro M520M,Windows,10,2.5,83603.9178,3840x2160,0,1,0,1,0,0,Intel Core i7,2.8,1024,0,0,0,Nvidia Quadro,M520M,0,0,520,0
745,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,No_ver,1.68,8362.926,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.6,0,0,32,0,Intel HD Graphics,400,0,400,0,0
746,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel HD Graphics 620,Windows,10,0.81,41789.2878,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
747,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.86,13659.4458,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,256,0,0,0,Intel HD Graphics,520,0,520,0,0
748,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.6,28553.310162,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
749,HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Nvidia Quadro M2000M,Windows,7,3.0,111226.9158,1920x1080,1,1,0,0,0,0,Intel Xeon E3,2.9,256,0,0,0,Nvidia Quadro,M2000M,0,0,2000,0
750,Lenovo,N23,Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel HD Graphics 400,Windows,10,1.4,12037.545,1366x768,0,0,1,0,0,0,Intel Celeron Dual Core,1.6,128,0,0,0,Intel HD Graphics,400,0,400,0,0
751,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.84,48150.18,1920x1080,1,0,0,0,0,0,Intel Core i5,2.4,256,0,0,0,Intel HD Graphics,520,0,520,0,0
752,Asus,X550VX-XX015D,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia GeForce GTX 950M,No OS,No_ver,2.45,14673.1338,1366x768,0,0,0,0,0,0,Intel Core i5,2.3,0,1024,0,0,Nvidia GeForce,950M,0,0,0,0
753,Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1GB SSD,Intel HD Graphics 520,Windows,10,1.7,27775.0512,1920x1080,1,0,0,0,0,0,Intel Core i5,2.3,1024,0,0,0,Intel HD Graphics,520,0,520,0,0
754,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2.37,21538.33578,1366x768,0,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
755,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Intel HD Graphics 540,Windows,10,1.3,30385.2978,3200x1800,0,1,1,0,1,0,Intel Core i5,1.8,256,0,0,0,Intel HD Graphics,540,0,0,540,0
756,HP,15-cb003na,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2,27851.0778,1920x1080,1,1,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
757,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.59,39559.1742,1920x1080,1,0,0,0,0,0,Intel Core i7,2.6,256,0,0,0,Nvidia Quadro,M1000M,0,0,1000,0
758,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.42,72706.518378,3840x2160,0,1,0,1,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
759,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2.1,15179.9778,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
760,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.5,26558.6256,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
761,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel HD Graphics 620,Windows,10,1.18,47111.1498,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Intel HD Graphics,620,0,620,0,0
762,Google,Pixelbook,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Intel HD Graphics 615,Chrome OS,No_ver,1.1,39508.4898,2400x1600,0,0,1,0,0,0,Intel Core i5,1.2,256,0,0,0,Intel HD Graphics,615,0,0,615,0
763,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.2,28611.3438,3200x1800,0,1,0,0,1,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
764,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.65,21515.5278,1366x768,0,0,0,0,0,0,Intel Core i3,2.0,0,500,0,0,Intel HD Graphics,520,0,520,0,0
765,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.6,16599.141,1366x768,0,0,0,0,0,0,Intel Core i5,2.3,128,0,0,0,Intel HD Graphics,520,0,520,0,0
766,Asus,X751NV-TY001,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.8,11919.450348,1366x768,0,0,0,0,0,0,Intel Pentium Quad Core,1.1,0,1024,0,0,Nvidia GeForce,920MX,920,0,0,0
767,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.72,27851.0778,3840x2160,0,1,1,1,0,0,Intel Core i7,2.6,128,1024,0,0,Nvidia GeForce,960M,0,0,0,0
768,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.31,40522.1778,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
769,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel HD Graphics 505,Linux,No_ver,2.1,7551.9756,1366x768,0,0,0,0,0,0,Intel Pentium Quad Core,1.1,0,1024,0,0,Intel HD Graphics,505,0,505,0,0
770,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon R7 M445,Windows,10,2.3,29935.980594,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,AMD Radeon,M445,0,445,0,0
771,Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD Radeon 540,Windows,10,1.71,45590.6178,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,256,0,0,0,AMD Radeon,540,0,0,540,0
772,Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.75,25849.044,1366x768,0,1,0,0,0,0,Intel Core i5,2.3,128,0,0,0,Intel HD Graphics,520,0,520,0,0
773,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62,27851.0778,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
774,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows,10,1.26,31525.6968,1366x768,0,0,0,0,0,0,Intel Core i5,2.3,256,0,0,0,Intel HD Graphics,520,0,520,0,0
775,Asus,Q524UQ-BHI7T15,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia GeForce 940MX,Windows,10,2.3,21262.1058,1920x1080,1,0,1,0,0,0,Intel Core i7,2.7,0,2048,0,0,Nvidia GeForce,940MX,940,0,0,0
776,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro M2000M,Windows,7,2.5,60061.014,3840x2160,0,0,0,1,0,0,Intel Core i7,2.7,512,0,0,0,Nvidia Quadro,M2000M,0,0,2000,0
777,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,1.8,16117.6392,1920x1080,1,1,0,0,0,0,Intel Core i3,2.4,128,0,0,0,Intel HD Graphics,620,0,620,0,0
778,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1060,Windows,10,1.95,73467.0378,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1060,0,0,0,1060
779,Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel HD Graphics 505,Windows,10,2.0,14746.62618,1920x1080,0,0,0,0,0,0,Intel Pentium Dual Core,1.1,128,0,0,0,Intel HD Graphics,505,0,505,0,0
780,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows,10,4.42,90948.08736,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,1024,1024,0,0,Nvidia GeForce,1070M,0,0,0,0
781,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.3,59554.17,1920x1080,1,1,0,0,0,0,Intel Core i7,2.6,256,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
782,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia GeForce 930M,Windows,10,1.47,44703.6408,1920x1080,1,1,0,0,0,0,Intel Core i7,2.6,512,0,0,0,Nvidia GeForce,930M,0,0,0,0
783,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel HD Graphics 405,No OS,No_ver,2.2,8337.5838,1366x768,0,0,0,0,0,0,Intel Celeron Quad Core,1.6,0,1024,0,0,Intel HD Graphics,405,0,405,0,0
784,Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.7,58261.7178,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
785,MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,1.6,47922.1002,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
786,MSI,GL62M,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2,27597.6558,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,128,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
787,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4,25316.8578,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,Nvidia GeForce,1050,0,0,0,1050
788,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,4.2,58261.7178,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,256,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
789,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.62,24962.067,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,1050,0,0,0,1050
790,Asus,FX502VM-DM560T,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX1060,Windows,10,2.24,33933.2058,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,128,1024,0,0,Nvidia GeForce,1060,0,0,0,1060
791,Vero,K146,Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.22,5141.93238,1920x1080,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
792,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Intel HD Graphics 620,Windows,10,1.37,49924.134,1920x1080,1,1,1,0,0,0,Intel Core i7,2.7,512,0,0,0,Intel HD Graphics,620,0,620,0,0
793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R7 M460,Windows,10,2.08,24303.1698,1920x1080,1,0,1,0,0,0,Intel Core i5,2.5,256,0,0,0,AMD Radeon,M460,0,460,0,0
794,Apple,MacBook,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2GHz,8,512GB Flash Storage,Intel HD Graphics 5300,Mac OS,No_ver,0.92,29523.663,2304x1440,0,1,0,0,0,1,Intel Core M,1.2,0,0,512,0,Intel HD Graphics,5300,0,0,530,0
795,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.42,59047.326,2560x1440,0,1,1,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
796,Asus,R417NA-RS01,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.63,7577.3178,1366x768,0,0,0,0,0,0,Intel Celeron Dual Core,1.1,0,0,32,0,Intel HD Graphics,500,0,500,0,0
797,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128GB SSD,Intel HD Graphics 620,Windows,10,1.95,20527.182,1366x768,0,0,0,0,0,0,Intel Core i5,2.5,128,0,0,0,Intel HD Graphics,620,0,620,0,0
798,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.38,34186.6278,1920x1080,1,1,1,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
799,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,AMD Radeon R5 M420X,Windows,10,2.0,18727.8858,1920x1080,1,0,0,0,0,0,Intel Core i3,2.0,256,0,0,0,AMD Radeon,M420X,0,420,0,0
800,HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Nvidia Quadro M2200,Windows,10,3.14,52329.10878,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,256,0,0,0,Nvidia Quadro,M2200,0,0,2200,0
801,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.37,27851.0778,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
802,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.29,37987.9578,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
803,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.06,44323.5078,3840x2160,0,0,1,1,0,0,Intel Core i5,2.5,256,0,0,0,Nvidia GeForce,1050,0,0,0,1050
804,Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,128GB SSD,Intel HD Graphics 505,Windows,10,1.63,18854.5968,1366x768,0,0,0,0,0,0,Intel Pentium Quad Core,1.1,128,0,0,0,Intel HD Graphics,505,0,505,0,0
805,HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.26,35200.3158,1366x768,0,0,0,0,0,0,Intel Core i5,2.6,256,0,0,0,Intel HD Graphics,620,0,620,0,0
806,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1,19766.916,1366x768,0,0,0,0,0,0,Intel Core i5,2.3,0,500,0,0,Intel HD Graphics,520,0,520,0,0
807,HP,15-ba043na,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2TB HDD,AMD Radeon R7 Graphics,Windows,10,2.04,15940.2438,1366x768,0,0,0,0,0,0,AMD A12-Series,2.5,0,2048,0,0,AMD Radeon,Graphics,0,530,0,0
808,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,42549.5538,3840x2160,0,0,0,1,0,0,Intel Core i7,2.8,512,0,0,0,Nvidia GeForce,1050 Ti,0,0,0,1050
809,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 920M,Windows,10,2.4,15433.3998,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,0,1024,0,0,Nvidia GeForce,920M,0,0,0,0
810,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,1TB HDD,AMD Radeon RX 580,Windows,10,3.74,44323.5078,1920x1080,1,1,0,0,0,0,Intel Core i7,2.8,0,1024,0,0,AMD Radeon,580,0,0,580,0
811,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9,61201.413,1920x1080,1,0,0,0,0,0,Intel Core i7,2.8,512,1024,0,0,Nvidia GeForce,1070,0,0,0,1070
812,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,0.81,37987.9578,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,Intel HD Graphics,620,0,620,0,0
813,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce GT 940MX,Windows,10,1.98,24353.8542,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,0,1024,0,0,Nvidia GeForce,940MX,940,0,0,0
814,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18,20015.522982,1920x1080,1,0,0,0,0,0,Intel Core i5,2.5,256,0,0,0,AMD Radeon,M420,0,420,0,0
815,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.32,47111.1498,1920x1080,1,0,0,0,0,0,Intel Core i7,2.7,256,0,0,0,Intel HD Graphics,620,0,620,0,0
